RB_ID,KO_Name,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
456145,f Stauffenberg,,,,,Graf,CDU/CSU,
456148,Wehner,,,,,,SPD,
456150,Kohl,,,Dr.,,,CDU/CSU,
456152,Wörner,,,Dr.,,,CDU/CSU,
456159,Kunz,,,Dr.,,,CDU/CSU,Weiden
456162,Wehner,,,,,,SPD,
456164,Wehner,,,,,,SPD,
456165,Zimmermann,,,Dr.,,,CDU/CSU,
456166,Ehmke,,,Dr.,,,SPD,
456167,Schlei,,,,,,SPD,
456167,Möller,,,Dr.,,,CDU/CSU,
456167,Kroll-Schlüter,,,,,,CDU/CSU,
456169,Kohl,,,Dr.,,,CDU/CSU,
456171,Wörner,,,Dr.,,,CDU/CSU,
456176,Kohl,,,Dr.,,,CDU/CSU,
456177,Wehner,,,,,,SPD,
456178,Mertes,,,Dr.,,,CDU/CSU,Gerolstein
456182,Wehner,,,,,,SPD,
456184,Kunz,,,,,,CDU/CSU,Berlin
456188,Mertes,,,Dr.,,,CDU/CSU,Gerolstein
456190,Kohl,,,Dr.,,,CDU/CSU,
456191,Zimmermann,,,Dr.,,,CDU/CSU,
456192,Hupka,,,Dr.,,,CDU/CSU,
456194,Mertes,,,Dr.,,,CDU/CSU,Gerolstein
456196,Mertes,,,Dr.,,,CDU/CSU,Gerolstein
456208,Ehmke,,,Dr.,,,SPD,
456212,Wehner,,,,,,SPD,
456218,Wörner,,,Dr.,,,CDU/CSU,
456228,Pieroth,,,,,,CDU/CSU,
456235,Roth,,,,,,SPD,
456239,Wehner,,,,,,SPD,
456241,Heydt   Massenbach,,,,von der,Freiherr,CDU/CSU,
456245,Kolb,,,,,,CDU/CSU,
456247,Kolb,,,,,,CDU/CSU,
456249,Pieroth,,,,,,CDU/CSU,
456254,Westphal,,,,,,SPD,
456256,Schwarz-Schilling,,,Dr.,,,CDU/CSU,
456256,Schwarz,,,,,,CDU/CSU,
456258,Spöri,,,Dr.,,,SPD,
456260,Friedmann,,,Dr.,,,CDU/CSU,
456262,Kiep,,,,,,CDU/CSU,
456264,Friedmann,,,Dr.,,,CDU/CSU,
456267,Roh,,,,de,,SPD,
456269,Schwarz,,,,,,CDU/CSU,
456272,Schwarz,,,,,,CDU/CSU,
456273,Blüm,,,Dr.,,,CDU/CSU,
456275,Blüm,,,Dr.,,,CDU/CSU,
456277,Blüm,,,Dr.,,,CDU/CSU,
456280,Wehner,,,,,,SPD,
456281,Blüm,,,Dr.,,,CDU/CSU,
456283,Blüm,,,Dr.,,,CDU/CSU,
456287,Blüm,,,Dr.,,,CDU/CSU,
456298,Blüm,,,Dr.,,,CDU/CSU,
456299,Blüm,,,Dr.,,,CDU/CSU,
456304,Blüm,,,Dr.,,,CDU/CSU,
456306,Wex,,,Dr.,,,CDU/CSU,
456308,Hennig,,,Dr.,,,CDU/CSU,
456309,Hennig,,,Dr.,,,CDU/CSU,
456311,Kohl,,,Dr.,,,CDU/CSU,
456316,Wörner,,,Dr.,,,CDU/CSU,
456318,Kohl,,,Dr.,,,CDU/CSU,
456320,Kohl,,,Dr.,,,CDU/CSU,
456323,Kroll-Schlüter,,,,,,CDU/CSU,
456325,Traupe,,,,,,SPD,
456327,Jäger,,,,,,CDU/CSU,Wangen
456329,Erhard,,,,,,CDU/CSU,Bad Schwalbach
456333,Erhard,,,,,,CDU/CSU,Bad Schwalbach
456336,Erhard,,,,,,CDU/CSU,Bad Schwalbach
456338,Dregger,,,Dr.,,,CDU/CSU,
456342,Spranger,,,,,,CDU/CSU,
456343,Spranger,,,,,,CDU/CSU,
456354,Paterna,,,,,,SPD,
456418,Hoffie,,,,,,FDP,Hof
456468,Grobecker,,,,,,SPD,
456531,Hennig,,,Dr.,,,CDU/CSU,
456537,Reddemann,,,,,,CDU/CSU,
456621,Meinike,,,,,,SPD,Oberhausen
456643,Czaja,,,Dr.,,,CDU/CSU,
456654,Hansen,,,,,,SPD,
456665,Corterier,,,Dr.,,,SPD,
456670,Wehner,,,,,,SPD,
456734,Blüm,,,Dr.,,,CDU/CSU,
456736,Schäuble,,,Dr.,,,CDU/CSU,
456737,Franke,,,,,,CDU/CSU,
456738,Franke,,,,,,CDU/CSU,
456741,Blüm,,,Dr.,,,CDU/CSU,
456748,Emmerlich,,,Dr.,,,SPD,
456754,Kroll-Schlüter,,,,,,CDU/CSU,
456756,Kleinert,,,,,,FDP,
456758,Wehner,,,,,,SPD,
456764,Erhard,,,,,,CDU/CSU,Bad Schwalbach
456768,Kroll-Schlüter,,,,,,CDU/CSU,
456788,Erhard,,,,,,CDU/CSU,Bad Schwalbach
456792,Wolfram,,,,,,SPD,Recklinghausen
456794,Erhard,,,,,,CDU/CSU,Bad Schwalbach
456796,Erhard,,,,,,CDU/CSU,Bad Schwalbach
456797,Erhard,,,,,,CDU/CSU,Bad Schwalbach
456798,Wehner,,,,,,SPD,
456808,Köhler,,,Dr.,,,CDU/CSU,Wolfsburg
456811,Köhler,,,Dr.,,,CDU/CSU,Wolfsburg
