RB_ID,RB_Name,WAHLPERIODE,NR,DATUM,GESCHLECHT,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
150127,Labe,1,01/1,07.09.1949,,,Alterspräsident,,,,,
150128,Adenauer,1,01/1,07.09.1949,,,,Dr.,,,CDU/CSU,
150129,Löbe,1,01/1,07.09.1949,,,Alterspräsident,,,,,
150130,Reimann,1,01/1,07.09.1949,,,,,,,KPD,
150131,Löbe,1,01/1,07.09.1949,,,Alterspräsident,,,,,
150132,Böhm,1,01/1,07.09.1949,,,,,,,SPD,
150133,Löbe,1,01/1,07.09.1949,,,Alterspräsident,,,,,
150134,Köhler,1,01/1,07.09.1949,,,Präsident,Dr.,,,,
150135,Ollenhauer,1,01/1,07.09.1949,,,,,,,SPD,
150136,Köhler,1,01/1,07.09.1949,,,Präsident,Dr.,,,,
150137,Heuss,1,01/1,07.09.1949,,,,Dr.,,,FDP,
150138,Köhler,1,01/1,07.09.1949,,,Präsident,Dr.,,,,
150139,Seelos,1,01/1,07.09.1949,,,,Dr.,,,BP,
150140,Köhler,1,01/1,07.09.1949,,,Präsident,Dr.,,,,
150141,Reimann,1,01/1,07.09.1949,,,,,,,KPD,
150142,Köhler,1,01/1,07.09.1949,,,Präsident,Dr.,,,,
150143,Schmid,1,01/1,07.09.1949,,,,Dr.,,,SPD,
150144,Renner,1,01/1,07.09.1949,,,,,,,KPD,
150145,Köhler,1,01/1,07.09.1949,,,Präsident,Dr.,,,,
150146,Ollenhauer,1,01/1,07.09.1949,,,,,,,SPD,
150147,Köhler,1,01/1,07.09.1949,,,Präsident,Dr.,,,,
150148,Renner,1,01/1,07.09.1949,,,,,,,KPD,
150149,Köhler,1,01/1,07.09.1949,,,Präsident,Dr.,,,,
150150,Köhler,1,01/2,12.09.1949,,,Präsident,Dr.,,,,
150151,Köhler,1,01/2,12.09.1949,,,Präsident,Dr.,,,,
150152,Köhler,1,01/2,12.09.1949,,,Präsident,Dr.,,,,
150153,Köhler,1,01/2,12.09.1949,,,Präsident,Dr.,,,,
150154,Köhler,1,01/3,15.09.1949,,,Präsident,Dr.,,,,
150155,Adenauer,1,01/3,15.09.1949,,,,Dr.,,,CDU/CSU,
150156,Köhler,1,01/3,15.09.1949,,,Präsident,Dr.,,,,
150157,Zinn,1,01/4,15.09.1949,,,,,,,SPD,
150158,Köhler,1,01/4,15.09.1949,,,Präsident,Dr.,,,,
150159,Zinn,1,01/4,15.09.1949,,Berichterstatter,,,,,SPD,
150160,Köhler,1,01/4,15.09.1949,,,Präsident,Dr.,,,,
150161,Blücher,1,01/4,15.09.1949,,,,,,,FDP,
150162,Köhler,1,01/4,15.09.1949,,,Präsident,Dr.,,,,
150163,Schmid,1,01/4,15.09.1949,,,,Dr.,,,SPD,
150164,Köhler,1,01/4,15.09.1949,,,Präsident,Dr.,,,,
150165,Renner,1,01/4,15.09.1949,,,,,,,KPD,
150166,Köhler,1,01/4,15.09.1949,,,Präsident,Dr.,,,,
150167,Renner,1,01/4,15.09.1949,,,,,,,KPD,
150168,Köhler,1,01/4,15.09.1949,,,Präsident,Dr.,,,,
